YEAR,PUMFID,PERSONID,FWEIGHT,PROV,USZGAP,MBMREGP,AGEGP,SEX,MARSTP,CMPHI,HLEV2G,STUDTFP,FLLPRTP,FWORKED,SCSUM,ALFST,WKSEM,WKSUEM,WKSNLF,USHRWK,ALHRWK,FPDWK,FSEMP,IMMST,YRIMMG,ALIMO,ALIP,ATINC,BURSAR,CAPGN,CCAR,CHBEN,CHFED,CHPRV,COVTOT,CPQPP,CQPC,CWB,EARNG,EIBEN,EICON,FDITX,FRTXCR,GI,GSTXC,GTR,INCTX,INVA,MAJRI,MTINC,OAS,OASGI,OGNIE,OGTRAN,OTHINC,OTTXM,PEN,PENGIV,PENREC,PRPEN,PRSUPP,PRTXCR,PVITX,RPPC,RSPWI,SAPIS,SEMP,TTINC,UDPD,WGSAL,WKRCP,EFID,EFSIZE,EFTYP,EFMJIE,EFMJIEH,EFRMJIG,EFAGOFMP,EFAGYFMP,EFMJSI,EFALIMO,EFALIP,EFATINC,EFBURSAR,EFCAPGN,EFCCAR,EFCHBEN,EFCHFED,EFCHPRV,EFCOVTOT,EFCPQPP,EFCQPC,EFCWB,EFEARNG,EFEIBEN,EFEICON,EFFDITX,EFFRTXCR,EFGI,EFGSTXC,EFGTR,EFINCTX,EFINVA,EFMBIN18,EFMTINC,EFOAS,EFOASGI,EFOGNIE,EFOGTRAN,EFOTHINC,EFOTTXM,EFPEN,EFPENGIV,EFPENREC,EFPRPEN,EFPRSUPP,EFPRTXCR,EFPVITX,EFRPPC,EFRSPWI,EFSAPIS,EFSEMP,EFTTINC,EFUDPD,EFWGSAL,EFWKRCP,CFID,CFSIZE,CFCOMP,CFMJIE,CFMJIEH,CFRMJIG,CFAGOFMP,CFAGYFMP,CFMJSI,CFALIMO,CFALIP,CFATINC,CFBURSAR,CFCAPGN,CFCCAR,CFCHBEN,CFCHFED,CFCHPRV,CFCOVTOT,CFCPQPP,CFCQPC,CFCWB,CFEARNG,CFEIBEN,CFEICON,CFFDITX,CFFRTXCR,CFGI,CFGSTXC,CFGTR,CFINCTX,CFINVA,CFMTINC,CFOAS,CFOASGI,CFOGNIE,CFOGTRAN,CFOTHINC,CFOTTXM,CFPEN,CFPENGIV,CFPENREC,CFPRPEN,CFPRSUPP,CFPRTXCR,CFPVITX,CFRPPC,CFRSPWI,CFSAPIS,CFSEMP,CFTTINC,CFUDPD,CFWGSAL,CFWKRCP,HHSIZE,HHCOMP,HHMJIE,LICODA,LICOFA,LICODB,LICOFB,LIMSDA,LIMSFA,MBSCD18,MBSCF18,DWLTYP,DWTENR,REPA,SUIT,MORTG,MORTGM,CONDMP,RENTM,RNSUB,CHNEED,FSCADLTM,FSCCHLDM,FSCHHLDM,VISMINFL,VERDATE
2021,14199,"       1419901",176.2485,12,01,04,07,2,02,1,2,2,6,1,21,05,40,0,12,37.5,1500,1,2,2,6,0,0,26430,0,0,0,8000,8000,0,0,0,425,0,11500,7750,200,320,0,0,0,15750,820,0,04,11500,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,27250,0,11500,0,"       14199A",4,22,2,1,2,07,02,02,0,0,63560,0,0,0,8000,8000,0,0,0,2625,0,55500,7750,850,3940,0,0,50,15800,7740,0,55510,55500,0,0,0,50,0,0,0,0,0,0,0,0,3800,2200,0,0,0,71300,0,55500,0,"       14199A01",4,04,2,1,2,07,02,02,0,0,63560,0,0,0,8000,8000,0,0,0,2625,0,55500,7750,850,3940,0,0,50,15800,7740,0,55500,0,0,0,50,0,0,0,0,0,0,0,0,3800,2200,0,0,0,71300,0,55500,0,4,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,1,1,1,400,99999996,99999996,6,2,0,0,0,2," 28NOV2023"
2021,14199,"       1419902",176.2485,12,01,04,07,1,02,2,1,2,6,1,11,01,52,0,0,40.0,2080,1,2,2,6,0,0,37130,0,0,0,0,0,0,0,0,2200,0,44000,0,650,3620,0,0,50,50,6920,0,02,44000,0,0,0,50,0,0,0,0,0,0,0,0,3300,2200,0,0,0,44050,0,44000,0,"       14199A",4,22,1,1,1,07,02,02,0,0,63560,0,0,0,8000,8000,0,0,0,2625,0,55500,7750,850,3940,0,0,50,15800,7740,0,55510,55500,0,0,0,50,0,0,0,0,0,0,0,0,3800,2200,0,0,0,71300,0,55500,0,"       14199A01",4,04,1,1,1,07,02,02,0,0,63560,0,0,0,8000,8000,0,0,0,2625,0,55500,7750,850,3940,0,0,50,15800,7740,0,55500,0,0,0,50,0,0,0,0,0,0,0,0,3800,2200,0,0,0,71300,0,55500,0,4,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,1,1,1,400,99999996,99999996,6,2,0,0,0,2," 28NOV2023"
2021,14199,"       1419903",176.2485,12,01,04,02,2,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,96,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,"       14199A",4,22,2,1,3,07,02,02,0,0,63560,0,0,0,8000,8000,0,0,0,2625,0,55500,7750,850,3940,0,0,50,15800,7740,0,55510,55500,0,0,0,50,0,0,0,0,0,0,0,0,3800,2200,0,0,0,71300,0,55500,0,"       14199A01",4,04,2,1,3,07,02,02,0,0,63560,0,0,0,8000,8000,0,0,0,2625,0,55500,7750,850,3940,0,0,50,15800,7740,0,55500,0,0,0,50,0,0,0,0,0,0,0,0,3800,2200,0,0,0,71300,0,55500,0,4,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,1,1,1,400,99999996,99999996,6,2,0,0,0,2," 28NOV2023"
2021,14199,"       1419904",176.2485,12,01,04,02,1,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,96,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,"       14199A",4,22,2,1,3,07,02,02,0,0,63560,0,0,0,8000,8000,0,0,0,2625,0,55500,7750,850,3940,0,0,50,15800,7740,0,55510,55500,0,0,0,50,0,0,0,0,0,0,0,0,3800,2200,0,0,0,71300,0,55500,0,"       14199A01",4,04,2,1,3,07,02,02,0,0,63560,0,0,0,8000,8000,0,0,0,2625,0,55500,7750,850,3940,0,0,50,15800,7740,0,55500,0,0,0,50,0,0,0,0,0,0,0,0,3800,2200,0,0,0,71300,0,55500,0,4,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,1,1,1,400,99999996,99999996,6,2,0,0,0,2," 28NOV2023"
2021,14201,"       1420101",302.5952,12,06,06,13,2,03,1,3,6,6,1,11,01,52,0,0,40.0,2080,1,2,9,9,0,0,36415,0,0,0,0,0,0,0,5250,1700,0,35000,0,550,1970,0,0,375,5625,4210,0,02,35000,0,0,0,375,0,0,0,0,0,0,0,0,2240,25,0,0,0,40625,0,35000,0,"       14201A",1,14,1,1,1,13,13,02,0,0,36415,0,0,0,0,0,0,0,5250,1700,0,35000,0,550,1970,0,0,375,5625,4210,0,33665,35000,0,0,0,375,0,0,0,0,0,0,0,0,2240,25,0,0,0,40625,0,35000,0,"       14201A01",1,01,1,1,1,13,13,02,0,0,36415,0,0,0,0,0,0,0,5250,1700,0,35000,0,550,1970,0,0,375,5625,4210,0,35000,0,0,0,375,0,0,0,0,0,0,0,0,2240,25,0,0,0,40625,0,35000,0,1,1,1,999.6,2,999.6,2,999.6,2,999.6,2,3,2,2,1,6,99999996,99999996,700,9,2,0,6,0,2," 28NOV2023"
2021,14204,"       1420401",279.5473,12,06,06,11,1,01,9,9,6,6,1,21,07,47,4,1,30.0,1410,1,2,2,6,0,0,32090,0,0,0,0,0,0,13500,0,1000,0,23000,0,350,2370,0,0,0,13500,4410,0,02,23000,0,0,0,13500,0,0,0,0,0,0,0,0,2040,0,0,0,0,36500,0,23000,0,"       14204A",3,22,2,1,2,11,03,02,0,0,81960,0,0,0,2000,2000,0,13500,0,3900,0,80500,0,1225,7320,0,0,0,15500,14040,0,76285,80500,0,0,0,13500,0,0,0,0,0,0,0,0,6720,4000,0,0,0,96000,1050,80500,0,"       14204A01",3,04,2,1,2,11,03,02,0,0,81960,0,0,0,2000,2000,0,13500,0,3900,0,80500,0,1225,7320,0,0,0,15500,14040,0,80500,0,0,0,13500,0,0,0,0,0,0,0,0,6720,4000,0,0,0,96000,1050,80500,0,3,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,1,1100,99999996,99999996,6,2,0,0,0,2," 28NOV2023"
2021,14204,"       1420402",279.5473,12,06,06,03,1,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,96,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,"       14204A",3,22,2,1,3,11,03,02,0,0,81960,0,0,0,2000,2000,0,13500,0,3900,0,80500,0,1225,7320,0,0,0,15500,14040,0,76285,80500,0,0,0,13500,0,0,0,0,0,0,0,0,6720,4000,0,0,0,96000,1050,80500,0,"       14204A01",3,04,2,1,3,11,03,02,0,0,81960,0,0,0,2000,2000,0,13500,0,3900,0,80500,0,1225,7320,0,0,0,15500,14040,0,80500,0,0,0,13500,0,0,0,0,0,0,0,0,6720,4000,0,0,0,96000,1050,80500,0,3,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,1,1100,99999996,99999996,6,2,0,0,0,2," 28NOV2023"
2021,14204,"       1420403",279.5473,12,06,06,09,2,01,1,4,2,6,1,21,05,45,0,7,40.0,1800,1,2,2,6,0,0,49870,0,0,0,2000,2000,0,0,0,2900,0,57500,0,875,4950,0,0,0,2000,9630,0,02,57500,0,0,0,0,0,0,0,0,0,0,0,0,4680,4000,0,0,0,59500,1050,57500,0,"       14204A",3,22,1,1,1,11,03,02,0,0,81960,0,0,0,2000,2000,0,13500,0,3900,0,80500,0,1225,7320,0,0,0,15500,14040,0,76285,80500,0,0,0,13500,0,0,0,0,0,0,0,0,6720,4000,0,0,0,96000,1050,80500,0,"       14204A01",3,04,1,1,1,11,03,02,0,0,81960,0,0,0,2000,2000,0,13500,0,3900,0,80500,0,1225,7320,0,0,0,15500,14040,0,80500,0,0,0,13500,0,0,0,0,0,0,0,0,6720,4000,0,0,0,96000,1050,80500,0,3,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,1,1100,99999996,99999996,6,2,0,0,0,2," 28NOV2023"
2021,14213,"       1421301",154.9902,12,05,05,14,1,03,1,3,6,6,1,11,01,52,0,0,40.0,2080,2,1,2,6,0,0,34160,0,0,0,0,0,0,0,7000,2200,0,22000,0,0,2030,0,200,450,15250,4290,1200,03,23200,7500,7700,100,550,0,0,0,0,0,0,0,100,2260,0,0,0,22000,38450,0,0,0,"       14213A",1,11,1,1,1,14,14,03,0,0,34160,0,0,0,0,0,0,0,7000,2200,0,22000,0,0,2030,0,200,450,15250,4290,1200,31510,23200,7500,7700,100,550,0,0,0,0,0,0,0,100,2260,0,0,0,22000,38450,0,0,0,"       14213A01",1,01,1,1,1,14,14,03,0,0,34160,0,0,0,0,0,0,0,7000,2200,0,22000,0,0,2030,0,200,450,15250,4290,1200,23200,7500,7700,100,550,0,0,0,0,0,0,0,100,2260,0,0,0,22000,38450,0,0,0,1,1,1,999.6,2,999.6,2,999.6,2,999.6,2,3,2,1,1,6,99999996,99999996,900,2,2,0,6,0,2," 28NOV2023"
2021,14241,"       1424101",137.5704,12,05,05,13,2,03,1,2,6,6,2,30,03,0,0,52,999.6,9996,6,6,2,6,0,0,46725,0,0,0,0,0,0,0,7750,0,0,0,0,0,0,0,0,125,7875,200,3000,06,39050,0,0,0,125,1050,1050,35000,0,0,35000,0,0,200,0,0,0,0,46925,0,0,0,"       14241A",1,14,1,1,1,13,13,06,0,0,46725,0,0,0,0,0,0,0,7750,0,0,0,0,0,0,0,0,125,7875,200,3000,47574,39050,0,0,0,125,1050,1050,35000,0,0,35000,0,0,200,0,0,0,0,46925,0,0,0,"       14241A01",1,01,1,1,1,13,13,06,0,0,46725,0,0,0,0,0,0,0,7750,0,0,0,0,0,0,0,0,125,7875,200,3000,39050,0,0,0,125,1050,1050,35000,0,0,35000,0,0,200,0,0,0,0,46925,0,0,0,1,1,1,999.6,2,999.6,2,999.6,2,999.6,2,2,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,14266,"       1426601",152.5417,12,05,05,07,1,04,1,2,2,6,1,21,05,10,0,42,60.0,600,1,2,2,6,0,0,30120,0,0,0,0,0,0,0,0,1400,0,16500,18500,275,2890,0,0,200,18700,5080,0,04,16500,0,0,0,200,0,0,0,0,0,0,0,0,2190,0,0,0,16500,35200,0,0,0,"       14266B",1,13,1,2,1,07,07,04,0,0,30120,0,0,0,0,0,0,0,0,1400,0,16500,18500,275,2890,0,0,200,18700,5080,0,27995,16500,0,0,0,200,0,0,0,0,0,0,0,0,2190,0,0,0,16500,35200,0,0,0,"       14266B01",1,01,1,2,1,07,07,04,0,0,30120,0,0,0,0,0,0,0,0,1400,0,16500,18500,275,2890,0,0,200,18700,5080,0,16500,0,0,0,200,0,0,0,0,0,0,0,0,2190,0,0,0,16500,35200,0,0,0,2,3,2,999.6,2,999.6,2,999.6,2,999.6,2,3,2,2,1,6,99999996,99999996,1000,2,2,2,6,2,2," 28NOV2023"
2021,14266,"       1426602",152.5417,12,05,05,08,2,04,1,4,2,6,1,21,05,10,0,42,60.0,600,1,2,2,6,0,0,41100,0,0,0,0,0,0,0,0,2400,0,26000,21000,425,5240,0,0,350,21350,9850,0,03,29600,0,0,0,350,3600,3600,0,0,0,0,0,0,4610,0,200,0,26000,50950,0,0,0,"       14266A",1,14,1,1,1,08,08,03,0,0,41100,0,0,0,0,0,0,0,0,2400,0,26000,21000,425,5240,0,0,350,21350,9850,0,37925,29600,0,0,0,350,3600,3600,0,0,0,0,0,0,4610,0,200,0,26000,50950,0,0,0,"       14266A01",1,01,1,1,1,08,08,03,0,0,41100,0,0,0,0,0,0,0,0,2400,0,26000,21000,425,5240,0,0,350,21350,9850,0,29600,0,0,0,350,3600,3600,0,0,0,0,0,0,4610,0,200,0,26000,50950,0,0,0,2,3,1,999.6,2,999.6,2,999.6,2,999.6,2,3,2,2,1,6,99999996,99999996,1000,2,2,2,6,2,2," 28NOV2023"
2021,14288,"       1428801",255.2185,12,06,06,15,1,03,1,3,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,22825,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,4500,450,21675,0,0,04,1150,7000,12000,225,675,0,0,1150,0,0,1150,0,225,0,0,0,0,0,22825,0,0,0,"       14288A",1,11,1,1,1,15,15,04,0,0,22825,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,4500,450,21675,0,0,22375,1150,7000,12000,225,675,0,0,1150,0,0,1150,0,225,0,0,0,0,0,22825,0,0,0,"       14288A01",1,01,1,1,1,15,15,04,0,0,22825,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,4500,450,21675,0,0,1150,7000,12000,225,675,0,0,1150,0,0,1150,0,225,0,0,0,0,0,22825,0,0,0,1,1,1,999.6,2,3.7,1,16.6,1,7.3,1,3,2,3,1,6,99999996,99999996,700,2,1,0,6,0,2," 28NOV2023"
2021,14292,"       1429201",128.4578,12,05,05,12,2,01,1,4,6,6,2,30,03,0,0,52,999.6,9996,6,6,2,6,0,0,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,4550,350,07,21350,0,0,0,0,21000,21000,17500,0,17500,0,0,0,2350,0,0,0,0,21350,0,0,0,"       14292A",2,24,2,1,2,14,12,06,0,0,68740,0,0,0,0,0,0,0,12000,0,0,0,0,0,3880,0,0,0,19500,8360,600,68303,57600,7500,7500,0,0,21000,21000,35500,18000,17500,36000,0,0,4480,0,0,0,0,77100,0,0,0,"       14292A01",2,03,2,1,2,14,12,06,0,0,68740,0,0,0,0,0,0,0,12000,0,0,0,0,0,3880,0,0,0,19500,8360,600,57600,7500,7500,0,0,21000,21000,35500,18000,17500,36000,0,0,4480,0,0,0,0,77100,0,0,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,4,1,3,1,2,99999996,99999996,99999996,6,2,2,6,2,2," 28NOV2023"
2021,14292,"       1429202",128.4578,12,05,05,14,1,01,1,3,6,6,2,30,03,0,0,52,999.6,9996,6,6,2,6,0,0,51940,0,0,0,0,0,0,0,12000,0,0,0,0,0,1680,0,0,0,19500,3810,250,06,36250,7500,7500,0,0,0,0,18000,18000,0,36000,0,0,2130,0,0,0,0,55750,0,0,0,"       14292A",2,24,1,1,1,14,12,06,0,0,68740,0,0,0,0,0,0,0,12000,0,0,0,0,0,3880,0,0,0,19500,8360,600,68303,57600,7500,7500,0,0,21000,21000,35500,18000,17500,36000,0,0,4480,0,0,0,0,77100,0,0,0,"       14292A01",2,03,1,1,1,14,12,06,0,0,68740,0,0,0,0,0,0,0,12000,0,0,0,0,0,3880,0,0,0,19500,8360,600,57600,7500,7500,0,0,21000,21000,35500,18000,17500,36000,0,0,4480,0,0,0,0,77100,0,0,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,4,1,3,1,2,99999996,99999996,99999996,6,2,2,6,2,2," 28NOV2023"
2021,14294,"       1429401",19.9418,12,06,06,14,1,01,1,2,6,6,1,22,05,2,0,50,10.0,20,1,2,2,6,0,0,257390,0,1100,0,0,0,0,0,0,3100,0,150000,0,0,108780,0,0,0,0,182610,105000,02,440000,0,0,0,0,110000,110000,75000,0,0,75000,0,0,73830,0,0,0,0,440000,0,150000,0,"       14294A",2,24,1,1,1,14,13,02,0,0,257590,0,1100,0,0,0,0,0,0,3100,0,150000,0,0,108780,0,0,0,0,182610,105200,242963,440200,0,0,0,0,110000,110000,75000,0,0,75000,0,0,73830,0,0,0,0,440200,0,150000,0,"       14294A01",2,03,1,1,1,14,13,02,0,0,257590,0,1100,0,0,0,0,0,0,3100,0,150000,0,0,108780,0,0,0,0,182610,105200,440200,0,0,0,0,110000,110000,75000,0,0,75000,0,0,73830,0,0,0,0,440200,0,150000,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,2,99999996,99999996,99999996,6,2,1,6,1,2," 28NOV2023"
2021,14294,"       1429402",19.9418,12,06,06,13,2,01,1,2,6,6,2,30,03,0,0,52,999.6,9996,6,6,2,6,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,05,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,"       14294A",2,24,2,1,2,14,13,02,0,0,257590,0,1100,0,0,0,0,0,0,3100,0,150000,0,0,108780,0,0,0,0,182610,105200,242963,440200,0,0,0,0,110000,110000,75000,0,0,75000,0,0,73830,0,0,0,0,440200,0,150000,0,"       14294A01",2,03,2,1,2,14,13,02,0,0,257590,0,1100,0,0,0,0,0,0,3100,0,150000,0,0,108780,0,0,0,0,182610,105200,440200,0,0,0,0,110000,110000,75000,0,0,75000,0,0,73830,0,0,0,0,440200,0,150000,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,2,99999996,99999996,99999996,6,2,1,6,1,2," 28NOV2023"
2021,14301,"       1430101",155.1355,12,01,04,15,2,03,2,1,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,22225,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,7000,475,22225,0,0,04,0,7500,15000,250,725,0,0,0,0,0,0,0,250,0,0,0,0,0,22225,0,0,0,"       14301A",1,12,1,1,1,15,15,04,0,0,22225,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,7000,475,22225,0,0,24376,0,7500,15000,250,725,0,0,0,0,0,0,0,250,0,0,0,0,0,22225,0,0,0,"       14301A01",1,01,1,1,1,15,15,04,0,0,22225,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,7000,475,22225,0,0,0,7500,15000,250,725,0,0,0,0,0,0,0,250,0,0,0,0,0,22225,0,0,0,1,1,1,999.6,2,999.6,2,18.7,1,999.6,2,1,1,2,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,14333,"       1433301",283.8062,12,06,06,06,1,04,1,4,2,6,1,11,01,52,0,0,50.0,2600,1,2,2,6,0,0,58100,0,0,0,0,0,0,0,0,2600,0,57500,0,900,0,0,0,450,600,0,0,02,57500,0,0,150,600,0,0,0,0,0,0,0,150,0,0,0,0,0,58100,0,57500,0,"       14333A",1,13,1,1,1,06,06,02,0,0,58100,0,0,0,0,0,0,0,0,2600,0,57500,0,900,0,0,0,450,600,0,0,54350,57500,0,0,150,600,0,0,0,0,0,0,0,150,0,0,0,0,0,58100,0,57500,0,"       14333A01",1,01,1,1,1,06,06,02,0,0,58100,0,0,0,0,0,0,0,0,2600,0,57500,0,900,0,0,0,450,600,0,0,57500,0,0,150,600,0,0,0,0,0,0,0,150,0,0,0,0,0,58100,0,57500,0,1,1,1,999.6,2,999.6,2,999.6,2,999.6,2,3,2,3,1,6,99999996,99999996,1100,2,2,0,6,0,2," 28NOV2023"
2021,14336,"       1433601",114.0638,12,05,05,15,1,01,1,2,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,18025,0,0,0,0,0,0,0,4900,0,0,0,0,0,0,0,3100,275,16275,0,0,04,1750,7500,11100,0,275,0,0,1750,0,0,1750,0,0,0,0,0,0,0,18025,0,0,0,"       14336A",2,24,1,1,1,15,15,04,0,0,35400,0,0,0,0,0,0,0,9400,0,0,0,0,0,0,0,6400,600,32775,0,425,35313,2625,15250,22650,125,725,0,0,2200,0,0,2200,0,125,0,0,0,0,0,35400,0,0,0,"       14336A01",2,03,1,1,1,15,15,04,0,0,35400,0,0,0,0,0,0,0,9400,0,0,0,0,0,0,0,6400,600,32775,0,425,2625,15250,22650,125,725,0,0,2200,0,0,2200,0,125,0,0,0,0,0,35400,0,0,0,2,2,1,999.6,2,999.6,2,8.5,1,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,14336,"       1433602",114.0638,12,05,05,15,2,01,1,3,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,17375,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,3300,325,16500,0,425,04,875,7750,11550,125,450,0,0,450,0,0,450,0,125,0,0,0,0,0,17375,0,0,0,"       14336A",2,24,2,1,2,15,15,04,0,0,35400,0,0,0,0,0,0,0,9400,0,0,0,0,0,0,0,6400,600,32775,0,425,35313,2625,15250,22650,125,725,0,0,2200,0,0,2200,0,125,0,0,0,0,0,35400,0,0,0,"       14336A01",2,03,2,1,2,15,15,04,0,0,35400,0,0,0,0,0,0,0,9400,0,0,0,0,0,0,0,6400,600,32775,0,425,2625,15250,22650,125,725,0,0,2200,0,0,2200,0,125,0,0,0,0,0,35400,0,0,0,2,2,2,999.6,2,999.6,2,8.5,1,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,14357,"       1435701",169.5056,12,06,06,15,1,01,2,1,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,21025,0,0,0,0,0,0,0,6250,0,0,0,0,0,0,0,2200,300,16525,0,100,04,4500,7250,9950,25,325,0,0,4400,0,0,4400,0,25,0,0,0,0,0,21025,0,0,0,"       14357A",2,24,1,1,1,15,15,04,0,0,36925,0,0,0,0,0,0,0,11500,0,0,0,0,0,0,0,4600,550,32425,0,100,42493,4500,14750,20350,25,575,0,0,4400,0,0,4400,0,25,0,0,0,0,0,36925,0,0,0,"       14357A01",2,03,1,1,1,15,15,04,0,0,36925,0,0,0,0,0,0,0,11500,0,0,0,0,0,0,0,4600,550,32425,0,100,4500,14750,20350,25,575,0,0,4400,0,0,4400,0,25,0,0,0,0,0,36925,0,0,0,2,2,1,999.6,2,999.6,2,4.5,1,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,14357,"       1435702",169.5056,12,06,06,15,2,01,1,4,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,15900,0,0,0,0,0,0,0,5250,0,0,0,0,0,0,0,2400,250,15900,0,0,04,0,7500,10400,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,15900,0,0,0,"       14357A",2,24,2,1,2,15,15,04,0,0,36925,0,0,0,0,0,0,0,11500,0,0,0,0,0,0,0,4600,550,32425,0,100,42493,4500,14750,20350,25,575,0,0,4400,0,0,4400,0,25,0,0,0,0,0,36925,0,0,0,"       14357A01",2,03,2,1,2,15,15,04,0,0,36925,0,0,0,0,0,0,0,11500,0,0,0,0,0,0,0,4600,550,32425,0,100,4500,14750,20350,25,575,0,0,4400,0,0,4400,0,25,0,0,0,0,0,36925,0,0,0,2,2,2,999.6,2,999.6,2,4.5,1,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,14377,"       1437701",170.6333,12,05,05,14,2,03,1,4,6,6,2,30,03,0,0,52,999.6,9996,6,6,2,6,0,0,23540,0,5500,0,0,0,0,0,7000,0,0,0,0,0,860,0,0,475,15200,1910,1250,04,10250,7500,7500,225,700,0,0,9000,0,0,9000,0,225,1050,0,0,0,0,25450,0,0,0,"       14377A",1,12,1,1,1,14,14,04,0,0,23540,0,5500,0,0,0,0,0,7000,0,0,0,0,0,860,0,0,475,15200,1910,1250,23454,10250,7500,7500,225,700,0,0,9000,0,0,9000,0,225,1050,0,0,0,0,25450,0,0,0,"       14377A01",1,01,1,1,1,14,14,04,0,0,23540,0,5500,0,0,0,0,0,7000,0,0,0,0,0,860,0,0,475,15200,1910,1250,10250,7500,7500,225,700,0,0,9000,0,0,9000,0,225,1050,0,0,0,0,25450,0,0,0,1,1,1,999.6,2,999.6,2,13.9,1,999.6,2,2,2,3,1,6,99999996,99999996,800,2,1,2,6,2,2," 28NOV2023"
