YEAR,PUMFID,PERSONID,FWEIGHT,PROV,USZGAP,MBMREGP,AGEGP,SEX,MARST,CMPHI,HLEV2G,STUDTFP,FLLPRTP,FWORKED,SCSUM,ALFST,WKSEM,WKSUEM,WKSNLF,USHRWK,ALHRWK,FPDWK,FSEMP,FUNFW,IMMSTP,YRIMMGP,ALIMO,ALIP,ATINC,CAPGN,CCAR,CHFED,CHPRV,CHTXB,CPQPP,CQPC,EARNG,EIPR,FDITX,FMSE,GI,GSTXC,GTR,INCTX,INVA,MAJRI,MTINC,NFMSE,OAS,OASGI,OGOVTR,OTHINC,OTTXM,PEN,PENGIV,PENREC,PHPR,PRPEN,PVITX,PVTXC,RPPC,RSPWI,SAPIS,SEMP,TTINC,UCCB,UDPD,UIBEN,WGSAL,WKRCP,EFID,EFSIZE,EFTYP,EFMJIE,EFMJIEH,EFRMJIG,EFAGOFMP,EFAGYFMP,EFMJSI,EFALIMO,EFALIP,EFATINC,EFCAPGN,EFCCAR,EFCHFED,EFCHPRV,EFCHTXB,EFCPQPP,EFCQPC,EFEARNG,EFEIPR,EFFDITX,EFFMSE,EFGI,EFGSTXC,EFGTR,EFINCTX,EFINVA,EFMBSCIN,EFMTINC,EFNFMSE,EFOAS,EFOASGI,EFOGOVTR,EFOTHINC,EFOTTXM,EFPEN,EFPENGIV,EFPENREC,EFPHPR,EFPRPEN,EFPVITX,EFPVTXC,EFRPPC,EFRSPWI,EFSAPIS,EFSEMP,EFTTINC,EFUCCB,EFUDPD,EFUIBEN,EFWGSAL,EFWKRCP,CFID,CFSIZE,CFCOMP,CFMJIE,CFMJIEH,CFRMJIG,CFAGOFMP,CFAGYFMP,CFMJSI,CFALIMO,CFALIP,CFATINC,CFCAPGN,CFCCAR,CFCHFED,CFCHPRV,CFCHTXB,CFCPQPP,CFCQPC,CFEARNG,CFEIPR,CFFDITX,CFFMSE,CFGI,CFGSTXC,CFGTR,CFINCTX,CFINVA,CFMTINC,CFNFMSE,CFOAS,CFOASGI,CFOGOVTR,CFOTHINC,CFOTTXM,CFPEN,CFPENGIV,CFPENREC,CFPHPR,CFPRPEN,CFPVITX,CFPVTXC,CFRPPC,CFRSPWI,CFSAPIS,CFSEMP,CFTTINC,CFUCCB,CFUDPD,CFUIBEN,CFWGSAL,CFWKRCP,HHSIZE,HHCOMP,HHMJIE,LICODA,LICOFA,LICODB,LICOFB,LIMSDA,LIMSFA,MBSCD,MBSCF,DWLTYP,DWTENR,REPA,SUIT,MORTG,MORTGM,CONDMP,RENTM,CHNEED,VERDATE
2016,2160,"        216001",153.733,12,07,07,16,2,01,2,1,6,6,2,30,96,96,96,96,999.6,9996,6,6,6,6,6,0,0,12300,0,0,0,0,0,2700,0,0,0,0,0,0,0,9700,0,0,04,2600,0,7000,7000,0,0,0,2600,0,0,0,2600,0,0,0,0,0,0,12300,0,0,0,0,0,"        2160A",2,24,2,1,2,16,16,04,0,0,48970,0,0,0,0,0,9450,0,14000,0,4130,0,0,0,40450,8080,0,51350,16600,14000,14000,14000,0,0,0,2600,0,0,0,2600,3950,0,0,0,0,14000,57050,0,25,17000,0,0,"        2160A01",2,03,2,1,2,16,16,04,0,0,48970,0,0,0,0,0,9450,0,14000,0,4130,0,0,0,40450,8080,0,16600,14000,14000,14000,0,0,0,2600,0,0,0,2600,3950,0,0,0,0,14000,57050,0,25,17000,0,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,2," 14JUN2018"
2016,2160,"        216002",153.733,12,07,07,16,1,01,2,1,6,6,1,21,04,40,12,0,40.0,1600,1,2,2,6,6,0,0,36670,0,0,0,0,0,6750,0,14000,0,4130,0,0,0,30750,8080,0,04,14000,14000,7000,7000,0,0,0,0,0,0,0,0,3950,0,0,0,0,14000,44750,0,25,17000,0,0,"        2160A",2,24,1,1,1,16,16,04,0,0,48970,0,0,0,0,0,9450,0,14000,0,4130,0,0,0,40450,8080,0,51350,16600,14000,14000,14000,0,0,0,2600,0,0,0,2600,3950,0,0,0,0,14000,57050,0,25,17000,0,0,"        2160A01",2,03,1,1,1,16,16,04,0,0,48970,0,0,0,0,0,9450,0,14000,0,4130,0,0,0,40450,8080,0,16600,14000,14000,14000,0,0,0,2600,0,0,0,2600,3950,0,0,0,0,14000,57050,0,25,17000,0,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,2," 14JUN2018"
2016,2175,"        217501",181.6775,12,06,06,15,1,01,1,2,6,6,2,30,03,0,0,52,999.6,9996,6,6,6,6,6,0,0,40640,0,0,0,0,0,8250,0,0,0,0,0,0,0,15000,360,0,06,26000,0,6750,6750,0,0,0,13500,12500,0,0,26000,360,0,0,0,0,0,41000,0,0,0,0,0,"        2175A",2,24,1,1,1,16,15,06,0,0,49590,0,0,0,0,0,9950,0,0,0,0,0,0,0,23950,360,0,48490,26000,0,14000,14000,0,0,0,26000,12500,12500,0,26000,360,0,0,0,0,0,49950,0,0,0,0,0,"        2175A01",2,03,1,1,1,16,15,06,0,0,49590,0,0,0,0,0,9950,0,0,0,0,0,0,0,23950,360,0,26000,0,14000,14000,0,0,0,26000,12500,12500,0,26000,360,0,0,0,0,0,49950,0,0,0,0,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,1,300,99999996,99999996,6," 14JUN2018"
2016,2175,"        217502",181.6775,12,06,06,16,2,01,2,1,6,6,2,30,96,96,96,96,999.6,9996,6,6,6,6,6,0,0,8950,0,0,0,0,0,1700,0,0,0,0,0,0,0,8950,0,0,04,0,0,7250,7250,0,0,0,12500,0,12500,0,0,0,0,0,0,0,0,8950,0,0,0,0,0,"        2175A",2,24,2,1,2,16,15,06,0,0,49590,0,0,0,0,0,9950,0,0,0,0,0,0,0,23950,360,0,48490,26000,0,14000,14000,0,0,0,26000,12500,12500,0,26000,360,0,0,0,0,0,49950,0,0,0,0,0,"        2175A01",2,03,2,1,2,16,15,06,0,0,49590,0,0,0,0,0,9950,0,0,0,0,0,0,0,23950,360,0,26000,0,14000,14000,0,0,0,26000,12500,12500,0,26000,360,0,0,0,0,0,49950,0,0,0,0,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,1,300,99999996,99999996,6," 14JUN2018"
2016,2180,"        218001",263.4175,12,07,07,10,2,01,1,4,2,6,1,11,01,52,0,0,40.0,2080,1,2,2,6,6,0,0,67595,0,0,0,0,0,0,2500,87500,900,11180,0,0,0,475,20380,0,02,87500,0,0,0,175,0,0,0,0,0,0,0,9200,0,9000,0,0,0,87975,300,0,0,87500,0,"        2180A",4,22,2,1,2,11,03,02,0,0,148265,0,0,0,0,0,0,5100,197500,1850,27490,0,0,0,475,49710,0,123865,197500,0,0,0,175,0,0,0,0,0,0,0,22220,0,17000,0,0,0,197975,300,0,0,197500,0,"        2180A01",4,04,2,1,2,11,03,02,0,0,148265,0,0,0,0,0,0,5100,197500,1850,27490,0,0,0,475,49710,0,197500,0,0,0,175,0,0,0,0,0,0,0,22220,0,17000,0,0,0,197975,300,0,0,197500,0,4,2,2,999.6,2,999.6,2,999.6,2,999.6,2,2,1,3,1,1,2300,99999996,99999996,2," 14JUN2018"
2016,2180,"        218002",263.4175,12,07,07,11,1,01,1,4,2,6,1,11,01,52,0,0,40.0,2080,1,2,2,6,6,0,0,80670,0,0,0,0,0,0,2600,110000,950,16310,0,0,0,0,29330,0,02,110000,0,0,0,0,0,0,0,0,0,0,0,13020,0,8000,0,0,0,110000,0,0,0,110000,0,"        2180A",4,22,1,1,1,11,03,02,0,0,148265,0,0,0,0,0,0,5100,197500,1850,27490,0,0,0,475,49710,0,123865,197500,0,0,0,175,0,0,0,0,0,0,0,22220,0,17000,0,0,0,197975,300,0,0,197500,0,"        2180A01",4,04,1,1,1,11,03,02,0,0,148265,0,0,0,0,0,0,5100,197500,1850,27490,0,0,0,475,49710,0,197500,0,0,0,175,0,0,0,0,0,0,0,22220,0,17000,0,0,0,197975,300,0,0,197500,0,4,2,1,999.6,2,999.6,2,999.6,2,999.6,2,2,1,3,1,1,2300,99999996,99999996,2," 14JUN2018"
2016,2180,"        218003",263.4175,12,07,07,03,1,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,6,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,96,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,"        2180A",4,22,2,1,3,11,03,02,0,0,148265,0,0,0,0,0,0,5100,197500,1850,27490,0,0,0,475,49710,0,123865,197500,0,0,0,175,0,0,0,0,0,0,0,22220,0,17000,0,0,0,197975,300,0,0,197500,0,"        2180A01",4,04,2,1,3,11,03,02,0,0,148265,0,0,0,0,0,0,5100,197500,1850,27490,0,0,0,475,49710,0,197500,0,0,0,175,0,0,0,0,0,0,0,22220,0,17000,0,0,0,197975,300,0,0,197500,0,4,2,2,999.6,2,999.6,2,999.6,2,999.6,2,2,1,3,1,1,2300,99999996,99999996,2," 14JUN2018"
2016,2180,"        218004",263.4175,12,07,07,03,1,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,6,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,96,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,"        2180A",4,22,2,1,3,11,03,02,0,0,148265,0,0,0,0,0,0,5100,197500,1850,27490,0,0,0,475,49710,0,123865,197500,0,0,0,175,0,0,0,0,0,0,0,22220,0,17000,0,0,0,197975,300,0,0,197500,0,"        2180A01",4,04,2,1,3,11,03,02,0,0,148265,0,0,0,0,0,0,5100,197500,1850,27490,0,0,0,475,49710,0,197500,0,0,0,175,0,0,0,0,0,0,0,22220,0,17000,0,0,0,197975,300,0,0,197500,0,4,2,2,999.6,2,999.6,2,999.6,2,999.6,2,2,1,3,1,1,2300,99999996,99999996,2," 14JUN2018"
2016,2183,"        218301",255.8959,12,06,06,15,2,01,1,3,6,6,1,22,05,28,0,24,10.0,280,1,2,2,6,6,0,0,45500,0,0,0,0,0,5500,25,33000,0,0,0,0,0,12500,0,0,02,33000,0,7000,7000,0,0,0,1450,0,1450,0,0,0,0,0,0,0,0,45500,0,0,0,33000,0,"        2183A",2,24,1,1,1,15,15,02,0,0,74380,0,0,0,0,0,13500,475,46500,0,620,0,0,0,27000,1920,0,72130,49300,0,13500,13500,0,0,0,2750,1500,1450,0,2800,1300,0,0,0,0,0,76300,0,0,0,46500,0,"        2183A01",2,03,1,1,1,15,15,02,0,0,74380,0,0,0,0,0,13500,475,46500,0,620,0,0,0,27000,1920,0,49300,0,13500,13500,0,0,0,2750,1500,1450,0,2800,1300,0,0,0,0,0,76300,0,0,0,46500,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,1,1900,99999996,99999996,6," 14JUN2018"
2016,2183,"        218302",255.8959,12,06,06,15,1,01,1,2,6,6,1,22,05,28,0,24,20.0,560,2,1,2,6,6,0,0,28880,0,0,0,0,0,8000,450,13500,0,620,0,0,0,14500,1920,0,04,16300,0,6500,6500,0,0,0,1300,1500,0,0,2800,1300,0,0,0,0,0,30800,0,0,0,13500,0,"        2183A",2,24,2,1,2,15,15,02,0,0,74380,0,0,0,0,0,13500,475,46500,0,620,0,0,0,27000,1920,0,72130,49300,0,13500,13500,0,0,0,2750,1500,1450,0,2800,1300,0,0,0,0,0,76300,0,0,0,46500,0,"        2183A01",2,03,2,1,2,15,15,02,0,0,74380,0,0,0,0,0,13500,475,46500,0,620,0,0,0,27000,1920,0,49300,0,13500,13500,0,0,0,2750,1500,1450,0,2800,1300,0,0,0,0,0,76300,0,0,0,46500,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,1,1900,99999996,99999996,6," 14JUN2018"
2016,2192,"        219201",246.2635,12,06,06,12,1,04,1,3,6,6,2,30,03,0,0,52,999.6,9996,6,6,6,6,6,6250,0,15075,0,0,0,0,0,8250,0,0,0,0,0,0,300,8825,0,0,04,6250,0,0,0,0,6250,0,0,0,0,0,0,0,275,0,0,0,0,15075,0,0,0,0,0,"        2192A",1,13,1,1,1,12,12,04,6250,0,15075,0,0,0,0,0,8250,0,0,0,0,0,0,300,8825,0,0,16445,6250,0,0,0,0,6250,0,0,0,0,0,0,0,275,0,0,0,0,15075,0,0,0,0,0,"        2192A01",1,01,1,1,1,12,12,04,6250,0,15075,0,0,0,0,0,8250,0,0,0,0,0,0,300,8825,0,0,6250,0,0,0,0,6250,0,0,0,0,0,0,0,275,0,0,0,0,15075,0,0,0,0,0,1,1,1,9.6,1,27.3,1,33.5,1,15.3,1,1,1,2,1,2,99999996,99999996,99999996,6," 14JUN2018"
2016,2203,"        220301",456.1769,12,06,06,07,2,02,1,2,2,6,2,30,03,0,0,52,999.6,9996,6,6,6,6,6,6750,0,21750,0,0,13000,2000,15000,0,0,0,0,0,0,0,0,15000,0,0,04,6750,0,0,0,0,6750,0,0,0,0,0,0,0,0,0,0,0,0,21750,0,0,0,0,0,"        2203A",5,22,1,1,1,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,25775,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,"        2203A01",5,04,1,1,1,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,5,2,1,26.5,1,39.0,1,47.9,1,40.6,1,1,2,3,2,6,99999996,99999996,800,1," 14JUN2018"
2016,2203,"        220302",456.1769,12,06,06,07,1,02,1,2,2,6,1,21,05,36,0,16,40.0,1440,1,2,2,6,6,0,0,4625,0,0,0,0,0,0,175,2500,75,120,0,0,900,2425,300,0,02,2500,0,0,0,0,0,0,0,0,0,0,0,180,425,0,0,0,0,4925,0,0,1100,2500,0,"        2203A",5,22,2,1,2,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,25775,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,"        2203A01",5,04,2,1,2,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,5,2,2,26.5,1,39.0,1,47.9,1,40.6,1,1,2,3,2,6,99999996,99999996,800,1," 14JUN2018"
2016,2203,"        220303",456.1769,12,06,06,02,2,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,6,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,96,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,"        2203A",5,22,2,1,3,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,25775,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,"        2203A01",5,04,2,1,3,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,5,2,2,26.5,1,39.0,1,47.9,1,40.6,1,1,2,3,2,6,99999996,99999996,800,1," 14JUN2018"
2016,2203,"        220304",456.1769,12,06,06,01,1,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,6,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,96,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,"        2203A",5,22,2,1,3,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,25775,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,"        2203A01",5,04,2,1,3,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,5,2,2,26.5,1,39.0,1,47.9,1,40.6,1,1,2,3,2,6,99999996,99999996,800,1," 14JUN2018"
2016,2203,"        220305",456.1769,12,06,06,01,1,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,6,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,96,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,"        2203A",5,22,2,1,3,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,25775,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,"        2203A01",5,04,2,1,3,07,01,04,6750,0,26375,0,0,13000,2000,15000,0,175,2500,75,120,0,0,900,17425,300,0,9250,0,0,0,0,6750,0,0,0,0,0,0,180,425,0,0,0,0,26675,0,0,1100,2500,0,5,2,2,26.5,1,39.0,1,47.9,1,40.6,1,1,2,3,2,6,99999996,99999996,800,1," 14JUN2018"
2016,2241,"        224101",203.3813,12,01,05,16,1,02,2,1,6,6,2,30,96,96,96,96,999.6,9996,6,6,6,6,6,0,0,24425,0,0,0,0,0,11000,0,0,0,0,0,2000,475,24425,0,0,04,0,0,6750,8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24425,0,0,0,0,4200,"        2241A",2,24,1,1,1,16,15,04,0,0,37375,0,0,0,0,0,14700,0,0,0,0,0,4000,475,37375,0,0,39713,0,0,14000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37375,0,0,0,0,4200,"        2241A01",2,03,1,1,1,16,15,04,0,0,37375,0,0,0,0,0,14700,0,0,0,0,0,4000,475,37375,0,0,0,0,14000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37375,0,0,0,0,4200,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,2,99999996,99999996,99999996,6," 14JUN2018"
2016,2241,"        224102",203.3813,12,01,05,15,2,02,2,3,6,6,2,30,03,0,0,52,999.6,9996,6,6,6,6,6,0,0,12950,0,0,0,0,0,3700,0,0,0,0,0,2000,0,12950,0,0,04,0,0,7250,9250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12950,0,0,0,0,0,"        2241A",2,24,2,1,2,16,15,04,0,0,37375,0,0,0,0,0,14700,0,0,0,0,0,4000,475,37375,0,0,39713,0,0,14000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37375,0,0,0,0,4200,"        2241A01",2,03,2,1,2,16,15,04,0,0,37375,0,0,0,0,0,14700,0,0,0,0,0,4000,475,37375,0,0,0,0,14000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37375,0,0,0,0,4200,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,2,99999996,99999996,99999996,6," 14JUN2018"
2016,2266,"        226601",125.7539,12,06,06,15,2,05,1,3,6,6,2,30,03,0,0,52,999.6,9996,6,6,6,6,6,0,0,23290,1075,0,0,0,0,10500,0,0,0,400,0,300,425,15500,1210,0,04,9000,0,4000,4300,0,0,0,9000,0,0,0,9000,810,275,0,0,0,0,24500,0,0,0,0,0,"        2266A",3,31,2,1,4,15,02,02,6500,0,87775,1075,4100,2700,0,2700,10500,2400,62500,950,4100,0,300,425,18675,8900,0,76513,78000,0,4000,4300,75,6500,0,9000,0,0,0,9000,4800,275,4300,0,0,0,96675,400,575,0,62500,0,"        2266A01",1,02,1,2,1,15,15,04,0,0,23290,1075,0,0,0,0,10500,0,0,0,400,0,300,425,15500,1210,0,9000,0,4000,4300,0,0,0,9000,0,0,0,9000,810,275,0,0,0,0,24500,0,0,0,0,0,3,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,2,99999996,99999996,99999996,2," 14JUN2018"
2016,2266,"        226602",125.7539,12,06,06,09,2,03,1,4,2,6,1,11,01,52,0,0,35.0,1820,1,2,2,6,6,6500,0,64485,0,4100,2700,0,2700,0,2400,62500,950,3700,0,0,0,3175,7690,0,02,69000,0,0,0,75,6500,0,0,0,0,0,0,3990,0,4300,0,0,0,72175,400,575,0,62500,0,"        2266A",3,31,1,1,1,15,02,02,6500,0,87775,1075,4100,2700,0,2700,10500,2400,62500,950,4100,0,300,425,18675,8900,0,76513,78000,0,4000,4300,75,6500,0,9000,0,0,0,9000,4800,275,4300,0,0,0,96675,400,575,0,62500,0,"        2266A02",2,06,1,1,1,09,02,02,6500,0,64485,0,4100,2700,0,2700,0,2400,62500,950,3700,0,0,0,3175,7690,0,69000,0,0,0,75,6500,0,0,0,0,0,0,3990,0,4300,0,0,0,72175,400,575,0,62500,0,3,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,2,99999996,99999996,99999996,2," 14JUN2018"
2016,2266,"        226603",125.7539,12,06,06,02,1,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,6,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,96,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,99999996,"        2266A",3,31,2,1,3,15,02,02,6500,0,87775,1075,4100,2700,0,2700,10500,2400,62500,950,4100,0,300,425,18675,8900,0,76513,78000,0,4000,4300,75,6500,0,9000,0,0,0,9000,4800,275,4300,0,0,0,96675,400,575,0,62500,0,"        2266A02",2,06,2,1,3,09,02,02,6500,0,64485,0,4100,2700,0,2700,0,2400,62500,950,3700,0,0,0,3175,7690,0,69000,0,0,0,75,6500,0,0,0,0,0,0,3990,0,4300,0,0,0,72175,400,575,0,62500,0,3,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,2,99999996,99999996,99999996,2," 14JUN2018"
2016,2277,"        227701",311.378,12,07,07,15,2,01,2,1,6,6,1,12,01,52,0,0,18.0,936,1,2,2,6,6,0,0,7950,0,0,0,0,0,4900,0,1900,0,2760,0,0,0,11900,5850,0,04,1900,0,7000,7000,0,0,0,29000,0,29000,0,0,3090,0,0,0,0,0,13800,0,0,0,1900,0,"        2277A",2,21,2,1,2,15,14,06,0,0,101680,0,0,0,0,0,14400,1300,30900,525,10530,0,0,0,21400,20120,0,97430,100400,0,7000,7000,0,17000,17000,39500,42000,29000,0,52500,9590,0,0,0,0,0,121800,0,200,0,30900,0,"        2277A01",2,03,2,1,2,15,14,06,0,0,101680,0,0,0,0,0,14400,1300,30900,525,10530,0,0,0,21400,20120,0,100400,0,7000,7000,0,17000,17000,39500,42000,29000,0,52500,9590,0,0,0,0,0,121800,0,200,0,30900,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,1,1000,99999996,99999996,2," 14JUN2018"
2016,2277,"        227702",311.378,12,07,07,14,1,01,1,3,6,6,1,21,04,20,32,0,40.0,800,1,2,2,6,6,0,0,93730,0,0,0,0,0,9500,1300,29000,525,7770,0,0,0,9500,14270,0,06,98500,0,0,0,0,17000,17000,10500,42000,0,0,52500,6500,0,0,0,0,0,108000,0,200,0,29000,0,"        2277A",2,21,1,1,1,15,14,06,0,0,101680,0,0,0,0,0,14400,1300,30900,525,10530,0,0,0,21400,20120,0,97430,100400,0,7000,7000,0,17000,17000,39500,42000,29000,0,52500,9590,0,0,0,0,0,121800,0,200,0,30900,0,"        2277A01",2,03,1,1,1,15,14,06,0,0,101680,0,0,0,0,0,14400,1300,30900,525,10530,0,0,0,21400,20120,0,100400,0,7000,7000,0,17000,17000,39500,42000,29000,0,52500,9590,0,0,0,0,0,121800,0,200,0,30900,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,1,1000,99999996,99999996,2," 14JUN2018"
2016,2298,"        229801",157.6372,12,06,06,13,2,01,1,4,6,6,2,30,03,0,0,52,999.6,9996,6,6,6,6,6,0,0,34390,14000,0,0,0,0,0,0,0,0,4000,0,0,0,0,8610,32000,05,43000,0,0,0,0,11000,11000,0,0,0,0,0,4610,0,0,0,0,0,43000,0,0,0,0,0,"        2298A",2,21,2,1,2,13,13,05,0,0,79240,40000,0,0,0,0,0,0,0,0,11660,0,0,0,0,25260,78000,76371,104500,0,0,0,0,26500,26500,0,0,0,0,0,13600,0,0,0,0,0,104500,0,0,0,0,0,"        2298A01",2,03,2,1,2,13,13,05,0,0,79240,40000,0,0,0,0,0,0,0,0,11660,0,0,0,0,25260,78000,104500,0,0,0,0,26500,26500,0,0,0,0,0,13600,0,0,0,0,0,104500,0,0,0,0,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,2," 14JUN2018"
2016,2298,"        229802",157.6372,12,06,06,13,1,01,1,4,6,6,2,30,03,0,0,52,999.6,9996,6,6,6,6,6,0,0,44850,26000,0,0,0,0,0,0,0,0,7660,0,0,0,0,16650,46000,05,61500,0,0,0,0,15500,15500,0,0,0,0,0,8990,0,0,0,0,0,61500,0,0,0,0,0,"        2298A",2,21,1,1,1,13,13,05,0,0,79240,40000,0,0,0,0,0,0,0,0,11660,0,0,0,0,25260,78000,76371,104500,0,0,0,0,26500,26500,0,0,0,0,0,13600,0,0,0,0,0,104500,0,0,0,0,0,"        2298A01",2,03,1,1,1,13,13,05,0,0,79240,40000,0,0,0,0,0,0,0,0,11660,0,0,0,0,25260,78000,104500,0,0,0,0,26500,26500,0,0,0,0,0,13600,0,0,0,0,0,104500,0,0,0,0,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,2," 14JUN2018"
